"Timestamp","Which year are you in?","How are you feeling right now?","On a scale of 1-100, how would you express this feeling?","Gender","Age","Your location ?","Relationship status","Are you happy with your financial state?","How much have you succeeded to cope up with the environment of your educational institution?","Understanding with your family members?","Are you feeling pressure in your study or work right now?","Are you satisfied with your academic result?","Are you happy with your living place?","Who supports you when you are not succeeding in your academic life?","Have you used any social media within the last 6 hours?","Do you have inferiority complex? ","Are you satisfied with your meal today?","Are you feeling sick/health issues today?","Have you done any recreational activity (sports, gaming, hobby etc.) today?","How long did you sleep last night?(in hours)"
"2021/01/17 1:10:16 AM GMT+6","4th year","Bad","31","Male","23","Playground","Single","No","2","Normal","Yes","Yes","Yes","Family","Yes","Yes","No","No","Yes","6"
"2021/01/17 1:13:16 AM GMT+6","4th year","Very bad","13","Male","23","Home","Single","Yes","1","Bad","Yes","Yes","Yes","Family","Yes","No","Yes","No","No","3"
"2021/01/17 1:16:16 AM GMT+6","4th year","Normal","56","Male","23","Home","Single","No","4","Normal","Yes","Yes","No","Family","Yes","Maybe","Neutral","No","Yes","6"
"2021/01/17 1:18:16 AM GMT+6","4th year","Very good","94","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/17 1:21:16 AM GMT+6","4th year","Bad","41","Male","23","Home","Single","No","3","Good","Yes","Yes","No","Family","Yes","Maybe","Yes","No","Yes","5"
"2021/01/17 1:24:16 AM GMT+6","4th year","Very bad","19","Male","23","Playground","Single","Yes","1","Bad","Yes","No","Yes","Family","Yes","Yes","No","Yes","No","5"
"2021/01/17 1:26:16 AM GMT+6","4th year","Normal","60","Male","23","Department","Single","No","3","Normal","No","No","Yes","Family","Yes","No","Neutral","Yes","No","7"
"2021/01/17 10:39:18 AM GMT+6","4th year","Good","86","Male","23","Home","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/28 10:03:46 PM GMT+6","4th year","Good","88","Male","23","Hall-Mess","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/28 10:04:45 PM GMT+6","4th year","Bad","28","Male","23","Department","Single","No","3","Normal","Yes","No","No","Friends","Yes","Yes","Neutral","No","Yes","7"
"2021/01/28 10:05:46 PM GMT+6","4th year","Very bad","18","Male","23","Hall-Mess","Single","No","3","Bad","Yes","Yes","Yes","Friends","Yes","Maybe","Neutral","No","No","5"
"2021/01/28 10:06:45 PM GMT+6","4th year","Very bad","19","Male","23","Department","Single","Yes","2","Good","Yes","No","No","Family","Yes","No","No","Yes","No","3"
"2021/01/28 10:07:45 PM GMT+6","4th year","Very good","97","Male","23","Playground","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/28 10:08:45 PM GMT+6","4th year","Very bad","9","Male","23","Hall-Mess","Single","No","1","Bad","Yes","No","Yes","Friends","Yes","No","Neutral","No","No","6"
"2021/01/28 10:09:46 PM GMT+6","4th year","Bad","43","Male","23","Hall-Mess","Single","No","2","Normal","Yes","Yes","Yes","Family","Yes","No","Neutral","Yes","No","3"
"2021/01/28 10:10:46 PM GMT+6","4th year","Bad","31","Male","23","Department","Single","No","3","Bad","Yes","No","Yes","Friends","Yes","No","No","No","Yes","4"
"2021/01/28 10:11:45 PM GMT+6","4th year","Normal","51","Male","23","Playground","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","Maybe","Neutral","Yes","Yes","6"
"2021/01/28 10:12:46 PM GMT+6","4th year","Very good","96","Male","23","Hall-Mess","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Yes","No","Yes","9"
"2021/01/28 10:13:45 PM GMT+6","4th year","Bad","48","Male","23","Department","Single","No","3","Bad","Yes","Yes","Yes","Family","Yes","No","Yes","No","No","4"
"2021/01/28 10:14:46 PM GMT+6","4th year","Very good","91","Male","23","Playground","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","7"
"2021/01/28 10:15:46 PM GMT+6","4th year","Very bad","5","Male","23","Playground","Single","No","3","Bad","Yes","No","No","Family","Yes","Maybe","Yes","No","Yes","6"
"2021/01/28 10:16:46 PM GMT+6","4th year","Very good","96","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","No","9"
"2021/01/28 10:17:46 PM GMT+6","4th year","Bad","27","Male","23","Playground","Single","No","2","Good","Yes","Yes","Yes","Family","Yes","Maybe","Yes","No","No","7"
"2021/01/28 10:18:46 PM GMT+6","4th year","Normal","63","Male","23","Playground","Single","Yes","4","Good","No","No","No","Friends","Yes","No","Yes","No","No","7"
"2021/01/28 10:19:46 PM GMT+6","4th year","Good","73","Male","23","Playground","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/28 10:20:46 PM GMT+6","4th year","Very bad","17","Male","23","Department","Single","Yes","3","Bad","Yes","No","Yes","Family","Yes","No","No","Yes","No","6"
"2021/01/28 10:21:46 PM GMT+6","4th year","Normal","68","Male","23","Department","Single","Yes","5","Good","Yes","No","Yes","Family","Yes","No","Yes","No","Yes","6"
"2021/01/28 10:22:46 PM GMT+6","4th year","Bad","46","Male","23","Hall-Mess","Single","No","2","Good","Yes","No","Yes","Family","Yes","Maybe","No","Yes","No","6"
"2021/01/29 11:13:47 AM GMT+6","4th year","Good","78","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/29 11:13:56 AM GMT+6","4th year","Bad","47","Male","23","Home","Single","No","1","Normal","Yes","No","No","Friends","Yes","Yes","No","No","No","4"
"2021/01/29 11:14:07 AM GMT+6","4th year","Very bad","19","Male","23","Department","Single","No","3","Normal","Yes","No","No","Family","Yes","No","Yes","Yes","No","4"
"2021/01/29 11:14:16 AM GMT+6","4th year","Very good","93","Male","23","Hall-Mess","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/29 11:14:26 AM GMT+6","4th year","Good","73","Male","23","Playground","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/29 11:14:36 AM GMT+6","4th year","Bad","40","Male","23","Hall-Mess","Single","Yes","2","Good","Yes","No","No","Friends","Yes","No","Yes","No","No","5"
"2021/01/29 11:14:46 AM GMT+6","4th year","Bad","39","Male","23","Department","Single","Yes","3","Normal","Yes","No","No","Friends","Yes","No","No","Yes","No","4"
"2021/01/29 11:14:57 AM GMT+6","4th year","Normal","68","Male","23","Department","Single","Yes","5","Normal","Yes","No","Yes","Family","Yes","No","Yes","No","Yes","7"
"2021/01/29 11:15:06 AM GMT+6","4th year","Bad","35","Male","23","Department","Single","Yes","3","Bad","Yes","Yes","No","Friends","Yes","No","No","Yes","No","4"
"2021/01/29 11:15:16 AM GMT+6","4th year","Very bad","12","Male","23","Department","Single","Yes","1","Normal","Yes","Yes","Yes","Friends","Yes","Yes","Neutral","Yes","Yes","4"
"2021/01/29 11:15:26 AM GMT+6","4th year","Very bad","16","Male","23","Hall-Mess","Single","Yes","1","Normal","Yes","Yes","Yes","Friends","Yes","No","Neutral","Yes","No","5"
"2021/01/29 11:15:36 AM GMT+6","4th year","Normal","52","Male","23","Hall-Mess","Single","No","4","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Neutral","No","Yes","7"
"2021/01/29 11:15:46 AM GMT+6","4th year","Very good","94","Male","23","Home","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","10"
"2021/01/29 11:15:56 AM GMT+6","4th year","Good","88","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/29 11:16:06 AM GMT+6","4th year","Very bad","4","Male","23","Playground","Single","Yes","2","Normal","Yes","No","No","Family","Yes","Yes","Neutral","Yes","No","3"
"2021/01/29 11:16:16 AM GMT+6","4th year","Good","86","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/29 11:16:27 AM GMT+6","4th year","Good","72","Male","23","Hall-Mess","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/29 11:16:36 AM GMT+6","4th year","Normal","57","Male","23","Department","Single","No","4","Good","No","Yes","Yes","Family","Yes","No","Neutral","Yes","Yes","6"
"2021/01/29 11:16:46 AM GMT+6","4th year","Very good","100","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/29 11:16:56 AM GMT+6","4th year","Bad","24","Male","23","Playground","Single","Yes","2","Good","Yes","No","No","Family","Yes","No","No","No","Yes","6"
"2021/01/29 11:17:06 AM GMT+6","4th year","Normal","66","Male","23","Hall-Mess","Single","No","5","Good","Yes","No","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/29 11:17:16 AM GMT+6","4th year","Very good","95","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/29 11:17:26 AM GMT+6","4th year","Normal","61","Male","23","Playground","Single","Yes","4","Normal","No","Yes","No","Family","Yes","Maybe","Yes","No","Yes","6"
"2021/01/29 11:17:36 AM GMT+6","4th year","Normal","53","Male","23","Playground","Single","No","3","Normal","Yes","No","Yes","Family","Yes","No","Yes","No","Yes","6"
"2021/01/29 11:17:46 AM GMT+6","4th year","Normal","59","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Yes","Yes","Yes","6"
"2021/01/29 11:17:56 AM GMT+6","4th year","Very bad","15","Male","23","Hall-Mess","Single","No","1","Normal","Yes","No","No","Family","Yes","Yes","Yes","No","Yes","3"
"2021/01/29 11:18:06 AM GMT+6","4th year","Good","84","Male","23","Hall-Mess","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/29 11:18:16 AM GMT+6","4th year","Very bad","17","Male","23","Department","Single","Yes","3","Normal","Yes","Yes","Yes","Family","Yes","No","Yes","No","No","5"
"2021/01/29 11:18:26 AM GMT+6","4th year","Very good","91","Male","23","Playground","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/29 11:18:36 AM GMT+6","4th year","Very good","99","Male","23","Playground","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/29 11:18:46 AM GMT+6","4th year","Very bad","9","Male","23","Department","Single","No","2","Normal","Yes","No","Yes","Family","Yes","Yes","Yes","No","Yes","5"
"2021/01/29 11:18:56 AM GMT+6","4th year","Very good","97","Male","23","Playground","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/29 11:19:07 AM GMT+6","4th year","Good","85","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","No","7"
"2021/01/29 11:19:16 AM GMT+6","4th year","Very good","94","Male","23","Home","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/29 11:19:27 AM GMT+6","4th year","Good","74","Male","23","Hall-Mess","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/29 11:19:36 AM GMT+6","4th year","Bad","43","Male","23","Hall-Mess","Single","Yes","3","Normal","Yes","Yes","Yes","Family","Yes","Yes","Yes","No","Yes","7"
"2021/01/29 11:19:47 AM GMT+6","4th year","Bad","34","Male","23","Home","Single","Yes","3","Good","Yes","No","No","Friends","Yes","Yes","Yes","No","Yes","3"
"2021/01/29 11:19:57 AM GMT+6","4th year","Good","79","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/29 11:20:07 AM GMT+6","4th year","Good","72","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Yes","No","Yes","9"
"2021/01/29 11:20:17 AM GMT+6","4th year","Good","80","Male","23","Department","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/29 11:20:27 AM GMT+6","4th year","Bad","33","Male","23","Department","Single","Yes","3","Good","Yes","Yes","No","Family","Yes","Maybe","Neutral","No","Yes","6"
"2021/01/29 11:20:37 AM GMT+6","4th year","Normal","70","Male","23","Hall-Mess","Single","Yes","3","Good","No","Yes","No","Friends","Yes","Maybe","Yes","No","No","7"
"2021/01/29 11:20:47 AM GMT+6","4th year","Very bad","11","Male","23","Playground","Single","No","1","Bad","Yes","No","No","Family","Yes","Maybe","No","Yes","No","5"
"2021/01/29 11:20:56 AM GMT+6","4th year","Bad","33","Male","23","Department","Single","Yes","1","Good","Yes","No","Yes","Friends","Yes","Maybe","Neutral","No","Yes","6"
"2021/01/29 11:21:06 AM GMT+6","4th year","Good","84","Male","23","Playground","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/29 11:21:16 AM GMT+6","4th year","Normal","52","Male","23","Playground","Single","No","3","Normal","Yes","No","Yes","Family","Yes","Maybe","Neutral","Yes","Yes","6"
"2021/01/29 11:21:26 AM GMT+6","4th year","Very good","97","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","7"
"2021/01/29 11:21:36 AM GMT+6","4th year","Good","71","Male","23","Hall-Mess","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/29 11:21:46 AM GMT+6","4th year","Very bad","7","Male","23","Home","Single","Yes","2","Good","Yes","Yes","Yes","Family","Yes","Yes","Yes","Yes","Yes","4"
"2021/01/29 11:21:56 AM GMT+6","4th year","Very bad","1","Male","23","Home","Single","No","1","Bad","Yes","Yes","Yes","Family","Yes","Maybe","No","Yes","Yes","5"
"2021/01/29 11:22:07 AM GMT+6","4th year","Good","88","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/29 11:22:17 AM GMT+6","4th year","Good","85","Male","23","Playground","Single","Yes","3","Good","No","No","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/29 11:22:26 AM GMT+6","4th year","Very good","98","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/29 11:22:36 AM GMT+6","4th year","Normal","55","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","Maybe","Neutral","Yes","Yes","8"
"2021/01/29 11:22:46 AM GMT+6","4th year","Very good","99","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/29 11:22:57 AM GMT+6","4th year","Good","82","Male","23","Playground","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/29 11:23:07 AM GMT+6","4th year","Very good","94","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/29 11:23:17 AM GMT+6","4th year","Bad","49","Male","23","Department","Single","Yes","3","Bad","Yes","No","No","Friends","Yes","No","Yes","No","Yes","5"
"2021/01/29 11:23:27 AM GMT+6","4th year","Normal","63","Male","23","Playground","Single","Yes","5","Good","Yes","Yes","Yes","Family","Yes","No","Neutral","Yes","Yes","7"
"2021/01/29 11:23:37 AM GMT+6","4th year","Bad","32","Male","23","Hall-Mess","Single","No","3","Bad","Yes","Yes","Yes","Friends","Yes","No","Yes","No","Yes","5"
"2021/01/29 11:31:50 AM GMT+6","4th year","Good","77","Male","23","Home","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/29 11:31:54 AM GMT+6","4th year","Very good","97","Male","23","Department","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2021/01/29 11:31:56 AM GMT+6","4th year","Very bad","18","Male","23","Home","Single","No","2","Normal","Yes","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/29 11:32:07 AM GMT+6","4th year","Very bad","7","Male","23","Home","Single","No","2","Bad","Yes","Yes","Yes","Friends","Yes","Yes","Neutral","No","Yes","3"
"2021/01/29 11:32:16 AM GMT+6","4th year","Very bad","8","Male","23","Home","Single","Yes","1","Bad","Yes","Yes","Yes","Friends","Yes","Yes","No","No","No","6"
"2021/01/29 11:32:26 AM GMT+6","4th year","Good","81","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/29 11:32:36 AM GMT+6","4th year","Very good","97","Male","23","Home","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/29 11:32:46 AM GMT+6","4th year","Very bad","7","Male","23","Playground","Single","No","3","Normal","Yes","No","Yes","Family","Yes","Maybe","Yes","No","No","3"
"2021/01/29 11:32:56 AM GMT+6","4th year","Very good","97","Male","23","Hall-Mess","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/29 11:33:06 AM GMT+6","4th year","Very good","92","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/29 11:33:16 AM GMT+6","4th year","Good","78","Male","23","Home","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/29 11:33:26 AM GMT+6","4th year","Normal","67","Male","23","Department","Single","No","4","Normal","No","No","Yes","Friends","Yes","No","Yes","Yes","Yes","7"
"2021/01/29 11:33:36 AM GMT+6","4th year","Normal","60","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","6"
"2021/01/29 11:33:46 AM GMT+6","4th year","Good","89","Male","23","Playground","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/29 11:33:56 AM GMT+6","4th year","Very bad","1","Male","23","Department","Single","Yes","3","Normal","Yes","No","No","Friends","Yes","Maybe","Neutral","No","No","6"
"2021/01/29 11:34:06 AM GMT+6","4th year","Very good","94","Male","23","Playground","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","7"
"2021/01/29 11:34:16 AM GMT+6","4th year","Good","86","Male","23","Hall-Mess","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/29 11:34:26 AM GMT+6","4th year","Very bad","9","Male","23","Department","Single","No","1","Good","Yes","No","No","Friends","Yes","No","No","Yes","Yes","7"
"2021/01/29 11:34:36 AM GMT+6","4th year","Very bad","3","Male","23","Department","Single","Yes","3","Good","Yes","Yes","No","Family","Yes","No","Yes","Yes","No","3"
"2021/01/29 11:34:46 AM GMT+6","4th year","Very bad","18","Male","23","Department","Single","No","1","Bad","Yes","No","No","Family","Yes","Yes","Neutral","No","Yes","3"
"2021/01/29 11:34:56 AM GMT+6","4th year","Good","75","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/29 11:35:06 AM GMT+6","4th year","Very good","99","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","7"
"2021/01/29 11:35:16 AM GMT+6","4th year","Very bad","2","Male","23","Department","Single","No","2","Bad","Yes","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","5"
"2021/01/29 11:35:26 AM GMT+6","4th year","Very good","97","Male","23","Playground","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/29 11:35:36 AM GMT+6","4th year","Very good","90","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/29 11:35:46 AM GMT+6","4th year","Bad","41","Male","23","Playground","Single","Yes","3","Normal","Yes","No","Yes","Family","Yes","Maybe","Yes","Yes","No","7"
"2021/01/29 11:35:56 AM GMT+6","4th year","Good","87","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","No","9"
"2021/01/29 11:36:06 AM GMT+6","4th year","Bad","21","Male","23","Department","Single","Yes","1","Good","Yes","Yes","No","Friends","Yes","Maybe","No","No","Yes","4"
"2021/01/29 11:36:16 AM GMT+6","4th year","Bad","35","Male","23","Department","Single","No","1","Bad","Yes","No","No","Family","Yes","Maybe","Neutral","No","No","3"
"2021/01/29 11:36:26 AM GMT+6","4th year","Good","86","Male","23","Playground","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/29 11:36:36 AM GMT+6","4th year","Bad","44","Male","23","Home","Single","No","3","Good","Yes","No","No","Family","Yes","Yes","Yes","No","Yes","6"
"2021/01/29 11:36:47 AM GMT+6","4th year","Very bad","2","Male","23","Hall-Mess","Single","Yes","3","Bad","Yes","Yes","Yes","Friends","Yes","No","Yes","No","Yes","5"
"2021/01/29 11:36:56 AM GMT+6","4th year","Bad","45","Male","23","Playground","Single","Yes","2","Good","Yes","No","Yes","Family","Yes","Maybe","Yes","No","No","6"
"2021/01/29 11:37:06 AM GMT+6","4th year","Bad","33","Male","23","Home","Single","No","2","Good","Yes","Yes","No","Friends","Yes","Yes","Neutral","No","No","6"
"2021/01/29 11:37:19 AM GMT+6","4th year","Good","84","Male","23","Hall-Mess","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/29 11:37:26 AM GMT+6","4th year","Normal","60","Male","23","Department","Single","No","4","Normal","No","Yes","No","Friends","Yes","Maybe","Yes","No","No","8"
"2021/01/29 11:37:36 AM GMT+6","4th year","Very bad","15","Male","23","Department","Single","No","2","Normal","Yes","No","Yes","Friends","Yes","No","Neutral","No","No","4"
"2021/01/29 11:37:46 AM GMT+6","4th year","Bad","23","Male","23","Playground","Single","No","1","Good","Yes","Yes","Yes","Family","Yes","Maybe","Yes","Yes","No","6"
"2021/01/29 11:37:56 AM GMT+6","4th year","Bad","32","Male","23","Hall-Mess","Single","Yes","2","Normal","Yes","Yes","Yes","Family","Yes","No","No","No","Yes","6"
"2021/01/29 11:38:06 AM GMT+6","4th year","Very good","94","Male","23","Playground","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","9"
"2021/01/29 11:38:16 AM GMT+6","4th year","Good","70","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/29 11:38:26 AM GMT+6","4th year","Very good","95","Male","23","Department","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","7"
"2021/01/29 11:38:36 AM GMT+6","4th year","Very good","100","Male","23","Home","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/29 11:38:46 AM GMT+6","4th year","Bad","32","Male","23","Playground","Single","No","3","Normal","Yes","No","Yes","Friends","Yes","Yes","No","No","No","5"
"2021/01/29 11:38:56 AM GMT+6","4th year","Bad","36","Male","23","Hall-Mess","Single","Yes","2","Good","Yes","No","Yes","Family","Yes","Yes","No","No","Yes","4"
"2021/01/29 11:39:05 AM GMT+6","4th year","Bad","40","Male","23","Playground","Single","No","2","Good","Yes","Yes","Yes","Family","Yes","Maybe","Yes","Yes","Yes","3"
"2021/01/29 11:39:15 AM GMT+6","4th year","Very bad","14","Male","23","Home","Single","Yes","3","Normal","Yes","No","Yes","Friends","Yes","Maybe","No","No","Yes","6"
"2021/01/29 11:39:26 AM GMT+6","4th year","Bad","25","Male","23","Home","Single","No","3","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","Yes","No","7"
"2021/01/29 11:39:36 AM GMT+6","4th year","Good","78","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/29 11:39:46 AM GMT+6","4th year","Very good","100","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/29 11:39:56 AM GMT+6","4th year","Bad","23","Male","23","Playground","Single","Yes","1","Normal","Yes","No","No","Friends","Yes","Yes","Yes","No","Yes","3"
"2021/01/29 11:40:06 AM GMT+6","4th year","Bad","32","Male","23","Home","Single","Yes","3","Good","Yes","No","Yes","Family","Yes","Maybe","Neutral","No","Yes","4"
"2021/01/29 11:40:16 AM GMT+6","4th year","Good","87","Male","23","Hall-Mess","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/29 11:40:26 AM GMT+6","4th year","Very good","91","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/29 11:40:36 AM GMT+6","4th year","Normal","55","Male","23","Department","Single","Yes","5","Good","No","Yes","No","Family","Yes","No","Yes","Yes","Yes","6"
"2021/01/29 11:40:46 AM GMT+6","4th year","Good","72","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/29 11:40:56 AM GMT+6","4th year","Very good","92","Male","23","Hall-Mess","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/29 11:41:06 AM GMT+6","4th year","Very bad","15","Male","23","Home","Single","No","3","Bad","Yes","Yes","Yes","Friends","Yes","Yes","Yes","No","No","3"
"2021/01/29 11:41:16 AM GMT+6","4th year","Bad","33","Male","23","Hall-Mess","Single","No","1","Normal","Yes","Yes","No","Family","Yes","No","Neutral","No","No","6"
"2021/01/29 11:41:26 AM GMT+6","4th year","Very bad","17","Male","23","Department","Single","No","1","Good","Yes","Yes","No","Friends","Yes","Yes","Yes","No","No","4"
"2021/01/29 11:41:36 AM GMT+6","4th year","Very bad","14","Male","23","Department","Single","No","3","Bad","Yes","Yes","No","Family","Yes","Yes","Yes","Yes","Yes","4"
"2021/01/29 11:41:46 AM GMT+6","4th year","Normal","61","Male","23","Playground","Single","No","4","Good","Yes","No","No","Friends","Yes","No","Yes","Yes","Yes","8"
"2021/01/29 11:41:56 AM GMT+6","4th year","Very good","95","Male","23","Home","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/29 11:42:06 AM GMT+6","4th year","Good","86","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","8"
"2021/01/29 11:42:16 AM GMT+6","4th year","Normal","55","Male","23","Hall-Mess","Single","Yes","3","Good","Yes","No","No","Family","Yes","No","Yes","Yes","Yes","6"
"2021/01/29 11:42:26 AM GMT+6","4th year","Very good","97","Male","23","Playground","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/29 11:42:36 AM GMT+6","4th year","Normal","58","Male","23","Home","Single","Yes","5","Good","No","Yes","No","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/29 11:42:46 AM GMT+6","4th year","Very bad","15","Male","23","Department","Single","No","1","Bad","Yes","No","No","Friends","Yes","No","Neutral","No","No","7"
"2021/01/29 11:42:56 AM GMT+6","4th year","Very good","93","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","7"
"2021/01/29 11:43:06 AM GMT+6","4th year","Very bad","6","Male","23","Hall-Mess","Single","Yes","2","Normal","Yes","Yes","No","Friends","Yes","No","Neutral","Yes","Yes","6"
"2021/01/29 11:43:16 AM GMT+6","4th year","Very good","90","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/29 11:43:26 AM GMT+6","4th year","Bad","33","Male","23","Hall-Mess","Single","Yes","2","Bad","Yes","Yes","No","Family","Yes","No","No","No","Yes","7"
